Date	Item	Liters	pH	TDS	Hardness	Turbidity
02-10-2023	Fish	1.64	7.3	190	99	4.65
03-10-2023	Apples	9.64	7.87	71	74	4.6
03-10-2023	Beef	3.24	8.41	105	92	1.45
03-10-2023	Fish	7.75	6.69	115	131	3.84
04-10-2023	Bananas	2.69	7.13	109	227	1.28
05-10-2023	Coffee	9.76	7.7	404	114	2.59
06-10-2023	Eggs	2.38	7.66	219	141	0.73
07-10-2023	Wheat	6.95	8.45	305	131	1.82
07-10-2023	Eggs	3.06	8.07	323	81	3.92
08-10-2023	Potatoes	7.68	8.1	254	141	2.43
08-10-2023	Yogurt	1.2	7.98	77	166	2.1
09-10-2023	Yogurt	7.34	7.95	214	144	0.29
10-10-2023	Potatoes	7.01	7.88	99	186	2.94
11-10-2023	Potatoes	8.62	7.35	237	206	1.45
11-10-2023	Fish	3.46	8.14	200	59	4.31
11-10-2023	Bread	5.22	8.19	478	263	0.73
12-10-2023	Bread	6.08	8.03	219	197	3.88
12-10-2023	Butter	1.44	7.54	389	217	1.67
12-10-2023	Cheese	3.61	8.39	181	294	3.44
12-10-2023	Beef	8.7	7.54	496	199	4.75
13-10-2023	Bread	6.88	6.65	402	130	4.47
13-10-2023	Bananas	4.07	6.88	279	69	4.47
14-10-2023	Potatoes	8.2	7.68	437	57	1.77
14-10-2023	Wheat	2.69	7	73	237	0.45
14-10-2023	Beef	9.38	7.29	353	150	1.06
15-10-2023	Tea	2.21	6.86	251	61	0.51
16-10-2023	Cheese	9.25	6.66	245	56	3.74
16-10-2023	Sugar	2.53	6.84	333	212	3.17
17-10-2023	Butter	6.89	7.93	316	238	1.31
17-10-2023	Beef	4.27	6.8	53	284	3.18
17-10-2023	Oranges	9.99	7.86	190	251	4.52
19-10-2023	Yogurt	9.71	7.78	499	234	3.67
19-10-2023	Wheat	9.93	6.75	339	91	1.05
19-10-2023	Sugar	6.66	8.24	296	94	2.47
20-10-2023	Bananas	5.39	7.52	299	61	1.55
20-10-2023	Tomatoes	2.5	7.98	421	138	1.14
20-10-2023	Tomatoes	2.11	7.2	470	255	2.27
20-10-2023	Bread	7.1	7.93	303	171	1.41
20-10-2023	Tomatoes	5.22	6.65	357	57	2.14
21-10-2023	Fish	8.43	7.45	196	179	0.94
21-10-2023	Pork	4.81	7.03	275	80	3.75
21-10-2023	Butter	2.27	6.89	387	189	1.93
22-10-2023	Chicken	2.03	6.73	212	197	0.72
22-10-2023	Sugar	3.74	7.63	318	198	2.59
23-10-2023	Wheat	0.55	7.69	325	190	4.74
23-10-2023	Chicken	4.59	8.32	444	87	3.32
23-10-2023	Chicken	0.62	7.54	240	249	2.48
24-10-2023	Sugar	1.96	7.22	268	72	1.54
24-10-2023	Potatoes	4.01	6.6	245	237	4.65
24-10-2023	Tomatoes	2.63	6.71	424	204	4.8
24-10-2023	Fish	8.24	7.37	189	134	4.71
25-10-2023	Bananas	0.96	7.08	377	289	0.48
25-10-2023	Chicken	6.19	7.74	182	275	4.62
26-10-2023	Cheese	9.99	7.39	230	281	1.64
26-10-2023	Eggs	2.67	8.17	144	71	3.84
28-10-2023	Chicken	8.64	6.78	166	128	0.71
28-10-2023	Wheat	7.54	6.99	470	193	0.14
28-10-2023	Tomatoes	7.96	7.5	443	193	0.86
29-10-2023	Wheat	1.38	7.1	238	279	1.96
29-10-2023	Apples	5.8	7.98	458	105	3.13
30-10-2023	Bananas	1.47	8.22	308	77	2.84
31-10-2023	Coffee	1.96	6.63	131	171	1.95
31-10-2023	Oranges	3.23	7.86	160	298	1.59
01-11-2023	Sugar	4.65	8.25	225	132	0.2
02-11-2023	Yogurt	7.02	7	222	222	1.55
03-11-2023	Chicken	7.1	7.84	242	199	4.54
03-11-2023	Eggs	4.6	7.07	77	110	2.31
04-11-2023	Bananas	8	8.46	159	63	1.14
04-11-2023	Coffee	6.88	7.69	226	54	2.82
05-11-2023	Fish	9.65	8.26	124	142	2.43
06-11-2023	Coffee	7.09	8.08	293	227	0.72
07-11-2023	Oranges	3.87	8.18	482	94	0.96
07-11-2023	Bananas	8.12	7.13	428	79	0.57
07-11-2023	Tea	3.24	6.86	117	295	1.09
07-11-2023	Yogurt	7.08	8.2	339	296	1.74
07-11-2023	Milk	5.87	8.45	449	78	2.71
08-11-2023	Bananas	5.8	8.38	262	260	1.91
08-11-2023	Milk	3.97	8.21	224	70	4.22
08-11-2023	Cheese	0.75	8.03	95	243	0.79
08-11-2023	Wheat	8.42	6.55	135	68	0.75
08-11-2023	Sugar	1.36	7.02	152	108	1.82
09-11-2023	Coffee	2.53	7.62	147	147	1.93
09-11-2023	Potatoes	5.36	8.48	239	219	0.34
10-11-2023	Rice	2	7.34	465	229	4.6
11-11-2023	Butter	1.67	8.28	284	218	2.99
11-11-2023	Pork	5.01	7.53	452	191	3.81
11-11-2023	Fish	3.42	7.86	492	98	3.76
11-11-2023	Chicken	8.13	6.94	375	72	2.64
12-11-2023	Pork	9.05	8.25	57	92	0.69
13-11-2023	Fish	2.83	6.95	381	257	1.16
14-11-2023	Eggs	2.81	6.85	83	89	2.9
14-11-2023	Apples	2.39	7.84	496	248	1.08
15-11-2023	Chicken	5.28	7.34	74	154	1.34
16-11-2023	Potatoes	6.25	7.29	277	249	4.33
16-11-2023	Tomatoes	6.38	8.45	234	226	3.4
16-11-2023	Eggs	1.46	6.78	429	300	4.74
16-11-2023	Potatoes	1.52	7.57	115	250	0.57
16-11-2023	Eggs	0.65	7.87	436	283	4.02
17-11-2023	Coffee	4.4	7.77	366	107	0.78
17-11-2023	Oranges	8.29	8.27	311	99	0.79
18-11-2023	Beef	1.33	7.05	254	140	3.38
18-11-2023	Eggs	5.67	6.71	478	156	0.79
18-11-2023	Sugar	5.36	7.27	496	264	3.47
20-11-2023	Milk	1.54	7.65	458	138	4.09
20-11-2023	Sugar	8.27	7.92	303	204	3.56
20-11-2023	Bread	6	7.16	356	64	1.96
20-11-2023	Rice	1.19	6.93	244	130	1.35
21-11-2023	Beef	2.42	8.33	255	77	2.39
22-11-2023	Tomatoes	8.41	7.85	353	259	1.59
23-11-2023	Bananas	9.91	7.67	363	180	2.08
23-11-2023	Oranges	8.76	7.81	475	191	3.24
23-11-2023	Butter	9.68	8.41	64	133	0.99
23-11-2023	Chicken	5.98	7.63	364	104	3.73
24-11-2023	Beef	8.26	6.5	85	248	3.51
24-11-2023	Coffee	8.99	7.44	119	234	4.7
24-11-2023	Oranges	0.9	6.72	479	253	3.25
24-11-2023	Apples	0.67	7.68	455	66	2.43
25-11-2023	Sugar	4.56	7.19	89	216	4.14
25-11-2023	Oranges	9.33	6.67	312	255	2.03
27-11-2023	Coffee	8.48	7.22	165	261	1.39
29-11-2023	Rice	7.97	7.75	317	250	2.16
29-11-2023	Bread	2.26	6.63	187	255	0.33
29-11-2023	Oranges	1.97	7.64	66	133	0.8
30-11-2023	Cheese	5.45	7.01	376	126	1.07
30-11-2023	Rice	9.29	8.4	163	240	3.39
01-12-2023	Apples	4.51	7.72	257	267	4.54
01-12-2023	Eggs	2.6	6.54	216	106	0.41
02-12-2023	Pork	8.64	7.79	396	102	1.42
02-12-2023	Bread	8.14	7.37	326	130	1.08
02-12-2023	Fish	9.26	7.87	401	276	3.6
02-12-2023	Apples	4.77	8.13	431	297	3.57
03-12-2023	Pork	7.31	6.72	262	61	4.64
03-12-2023	Coffee	1.43	6.71	278	139	1.18
03-12-2023	Coffee	6.64	8.01	130	111	3.03
03-12-2023	Milk	4.6	8.22	61	155	1.22
04-12-2023	Tomatoes	4.46	7.86	117	171	1.8
04-12-2023	Rice	7.13	7.79	183	204	2.33
05-12-2023	Chicken	6.65	7.7	54	107	1.34
05-12-2023	Butter	4.24	8.35	379	181	4.15
06-12-2023	Sugar	7.5	6.97	173	273	1.4
06-12-2023	Pork	7.29	6.72	159	171	3.63
07-12-2023	Bananas	0.88	8.02	168	66	1.4
07-12-2023	Fish	5.43	7.29	426	60	2.83
07-12-2023	Beef	8.89	8.2	388	85	0.23
08-12-2023	Milk	7.97	6.82	328	187	2.08
08-12-2023	Apples	5.67	6.97	389	221	0.48
08-12-2023	Fish	0.66	7.42	186	57	2.43
08-12-2023	Wheat	2.84	6.81	190	56	2.52
09-12-2023	Potatoes	7.26	8.18	336	163	2.5
09-12-2023	Milk	9.4	8.41	210	141	3.6
10-12-2023	Butter	8.24	7.26	425	226	1.54
10-12-2023	Apples	1.67	6.76	155	217	0.89
10-12-2023	Cheese	7.82	6.76	234	239	4.07
10-12-2023	Tomatoes	5.91	7.66	490	281	0.65
10-12-2023	Eggs	7.53	8.36	125	213	1.28
11-12-2023	Cheese	6.74	8.24	449	199	0.62
11-12-2023	Wheat	2.74	6.65	338	281	3.09
11-12-2023	Bananas	3.21	7.43	428	87	4.36
12-12-2023	Bread	4.46	7.08	270	93	0.96
13-12-2023	Apples	9.25	6.83	161	89	2.57
14-12-2023	Pork	2.74	6.66	421	169	1.63
14-12-2023	Rice	8.86	8.36	139	53	0.65
14-12-2023	Milk	1.89	6.75	311	87	4.32
14-12-2023	Potatoes	1.68	6.69	212	216	0.25
15-12-2023	Beef	2.58	7.32	123	253	2.95
16-12-2023	Eggs	2.51	7.81	317	167	4.71
16-12-2023	Sugar	1.92	7.17	61	177	2.02
16-12-2023	Wheat	4.51	7.22	132	172	1.23
17-12-2023	Fish	0.78	8.12	193	64	4.06
17-12-2023	Butter	4.47	6.84	485	114	1.04
17-12-2023	Sugar	2.39	6.53	272	248	3.23
17-12-2023	Beef	6.98	7.07	195	267	2.65
18-12-2023	Yogurt	9.99	7.33	220	139	2.85
18-12-2023	Bread	4.06	7.54	141	132	3.59
18-12-2023	Potatoes	7.05	8.31	108	219	4.73
19-12-2023	Pork	9.18	7.31	298	244	2.63
19-12-2023	Bananas	5.32	8.19	480	218	4.39
19-12-2023	Bananas	1.58	7.46	403	70	0.8
21-12-2023	Bananas	9.5	7.63	338	292	1.02
21-12-2023	Tomatoes	2.44	7.58	233	258	2.32
21-12-2023	Sugar	8.54	6.97	306	118	2.11
21-12-2023	Yogurt	0.63	8.43	455	77	2.76
21-12-2023	Eggs	3.19	8.04	94	59	3.9
22-12-2023	Yogurt	4.39	7.62	371	170	3.53
22-12-2023	Bananas	4.94	7.19	199	87	4.09
22-12-2023	Tea	3.11	7.18	89	73	1.35
23-12-2023	Bread	9.46	8.32	234	151	0.82
23-12-2023	Beef	1.24	8.03	396	119	0.85
23-12-2023	Bread	6.81	7.68	104	151	0.15
23-12-2023	Tomatoes	5.7	8.44	450	279	0.53
23-12-2023	Oranges	2.43	7.73	132	73	2.9
24-12-2023	Butter	3.38	7.79	386	208	2.28
24-12-2023	Eggs	5.62	6.95	253	185	2.44
25-12-2023	Sugar	9.32	8.16	289	255	3.23
26-12-2023	Butter	3.9	7.42	390	159	4.43
26-12-2023	Coffee	6.64	7.29	217	206	4.2
27-12-2023	Tea	0.98	8.35	271	260	3.65
27-12-2023	Tomatoes	4.36	6.78	74	134	1.74
29-12-2023	Rice	9.36	7.83	186	88	3.53
29-12-2023	Beef	4.32	6.52	270	175	1.07
29-12-2023	Milk	4.69	7.25	373	265	0.24
29-12-2023	Milk	2.26	7.68	60	246	0.93
29-12-2023	Chicken	8.08	7.54	261	201	2.82
30-12-2023	Beef	5.29	7.89	215	231	0.67
30-12-2023	Beef	7.81	6.6	207	129	3.68
30-12-2023	Tomatoes	6.57	7.9	465	225	0.7
30-12-2023	Fish	6.08	7.87	358	268	4.23
30-12-2023	Potatoes	9.84	6.67	101	232	4.05
30-12-2023	Bananas	4.32	8.28	219	192	4.06
31-12-2023	Tomatoes	4.54	7.98	109	204	4.05
31-12-2023	Sugar	9.95	7.26	299	244	4.54
01-01-2024	Fish	2.85	7.8	353	71	4.56
01-01-2024	Tomatoes	4.61	7.92	293	90	3.06
01-01-2024	Fish	4.92	7.65	77	167	3.13
01-01-2024	Eggs	1.28	8.09	54	88	2.75
02-01-2024	Wheat	1.77	7.34	219	280	0.25
02-01-2024	Pork	3.29	7.31	354	120	2.69
02-01-2024	Milk	2.73	7.87	434	207	2.9
04-01-2024	Rice	7.86	8.01	71	100	0.63
04-01-2024	Tomatoes	0.93	7.98	338	67	1.57
05-01-2024	Potatoes	1.37	7.59	144	144	4.44
05-01-2024	Beef	5.81	7.62	432	77	3.85
05-01-2024	Bananas	9.59	7.84	99	172	2.51
06-01-2024	Rice	2.86	6.59	315	281	3.94
06-01-2024	Bananas	6.66	7.33	478	51	4.85
06-01-2024	Milk	6.51	6.94	410	280	1.78
07-01-2024	Cheese	1.01	7.99	153	208	4.36
07-01-2024	Oranges	7.23	7.97	181	68	0.57
07-01-2024	Butter	3.07	6.83	393	158	2.84
08-01-2024	Beef	2.33	8.17	478	64	1.32
09-01-2024	Cheese	0.73	7.79	407	107	2.45
09-01-2024	Potatoes	4.2	8.13	287	218	4.84
10-01-2024	Beef	9.84	7.87	124	264	0.4
10-01-2024	Chicken	8.59	8.44	300	103	3.66
10-01-2024	Milk	6.02	7.34	345	248	3.5
10-01-2024	Milk	6.21	7.9	243	93	3.96
11-01-2024	Rice	8.53	6.83	79	87	1.67
12-01-2024	Milk	8.03	7.57	255	201	2.13
12-01-2024	Bread	3.86	7.71	417	264	3.77
13-01-2024	Milk	4.27	8.18	481	85	1.26
13-01-2024	Pork	8.24	7.17	471	268	0.22
13-01-2024	Beef	1.33	7.69	353	247	2.18
14-01-2024	Apples	5.44	6.97	87	248	3.04
14-01-2024	Bananas	1.42	7.87	129	203	1.93
14-01-2024	Milk	3.88	6.68	140	149	4.05
15-01-2024	Sugar	5.53	8.03	169	299	0.88
15-01-2024	Bananas	8.18	7.33	437	200	1.21
15-01-2024	Sugar	6.12	6.63	137	55	2.84
16-01-2024	Beef	7.19	6.9	143	178	4.75
16-01-2024	Butter	3.73	6.59	248	68	0.26
17-01-2024	Potatoes	4.68	7.01	351	64	2.5
17-01-2024	Chicken	5.02	7.39	239	223	2.68
17-01-2024	Rice	2.88	7.92	119	133	3.38
17-01-2024	Chicken	2.58	6.76	417	162	2.54
18-01-2024	Eggs	9.71	7.5	400	87	2.38
18-01-2024	Eggs	3.37	7.03	459	284	1.1
18-01-2024	Milk	9.61	8.25	413	122	3.62
18-01-2024	Cheese	7.62	6.7	245	294	0.59
19-01-2024	Cheese	1.25	8.35	441	169	2.88
19-01-2024	Wheat	9.37	7.46	356	114	4.21
19-01-2024	Butter	2.13	8.42	357	133	4.91
20-01-2024	Oranges	7.49	8.21	387	80	3.76
20-01-2024	Yogurt	9.52	7.26	244	61	3.86
21-01-2024	Beef	2.7	7.83	305	289	3.43
21-01-2024	Potatoes	8.88	7.24	60	160	4.05
22-01-2024	Bananas	4.28	6.84	275	158	2.58
22-01-2024	Oranges	7.8	6.9	218	66	1.65
22-01-2024	Butter	7.73	6.62	302	114	2.12
22-01-2024	Tomatoes	9.09	8.41	495	209	2.12
23-01-2024	Cheese	4.98	8.05	237	150	1.19
23-01-2024	Bananas	6.62	7.9	455	77	0.72
23-01-2024	Butter	3.5	6.95	146	119	4.43
23-01-2024	Bread	9.13	7.46	138	255	2.59
24-01-2024	Apples	8.17	7.25	254	97	4.15
24-01-2024	Coffee	5.81	7.91	455	109	3.61
24-01-2024	Potatoes	7.59	7.23	371	118	2.47
25-01-2024	Cheese	9.04	7.4	498	184	0.96
25-01-2024	Rice	5.75	6.6	442	146	3.51
26-01-2024	Chicken	0.88	8.36	355	63	3.89
26-01-2024	Apples	0.66	7.22	73	298	4.06
26-01-2024	Wheat	6.46	7.82	343	229	3.92
27-01-2024	Milk	5.72	7.95	336	284	2.96
27-01-2024	Sugar	1.31	7.77	426	98	0.79
27-01-2024	Cheese	5.9	8.48	57	273	3.63
27-01-2024	Potatoes	2.73	7.75	327	123	3.94
27-01-2024	Yogurt	5.63	8.43	413	114	0.96
28-01-2024	Chicken	9.46	8.11	343	112	0.94
28-01-2024	Apples	5.41	6.89	448	142	2.33
28-01-2024	Sugar	3.24	8.1	57	166	0.3
29-01-2024	Sugar	3.78	7.85	247	88	4.21
29-01-2024	Coffee	8.56	7.97	355	237	2.82
29-01-2024	Fish	3.54	7.21	404	84	1.68
29-01-2024	Sugar	3.7	7.88	225	186	2.63
29-01-2024	Rice	5.93	8.07	207	246	1.66
30-01-2024	Coffee	9.38	7.95	80	183	1.08
31-01-2024	Tomatoes	5	7.08	436	196	3.37
31-01-2024	Coffee	5.56	7.82	66	188	3.84
31-01-2024	Eggs	7.56	8.25	152	244	2.89
31-01-2024	Cheese	9.43	6.53	494	293	3.69
01-02-2024	Bread	8.56	8.2	495	92	0.47
01-02-2024	Beef	3.63	6.63	370	74	0.24
01-02-2024	Tomatoes	1.86	7.15	453	142	1.74
01-02-2024	Milk	5.02	6.7	351	105	3.03
01-02-2024	Eggs	4.52	7.67	500	139	4.75
01-02-2024	Butter	5.44	7.06	354	249	4.49
01-02-2024	Wheat	1.53	7.77	359	205	1.8
02-02-2024	Bananas	1.91	7.4	133	186	1.58
03-02-2024	Pork	9.16	8.18	316	109	1.59
03-02-2024	Yogurt	6.65	7.57	62	162	2.46
03-02-2024	Chicken	4	7.95	320	160	1.15
04-02-2024	Wheat	8.04	8.46	57	86	3.21
04-02-2024	Fish	8.06	7.66	99	284	3.94
04-02-2024	Apples	3.38	7.57	217	285	1.61
04-02-2024	Bread	6.63	8.01	183	90	0.52
04-02-2024	Yogurt	3.73	7.38	72	294	4.19
05-02-2024	Rice	1.59	7.19	173	281	3.25
05-02-2024	Yogurt	7.07	7.69	417	177	3.1
05-02-2024	Beef	7.84	6.59	143	107	1.77
05-02-2024	Fish	7.7	7.84	334	269	3.11
06-02-2024	Tea	8.81	6.68	422	277	2.28
06-02-2024	Potatoes	7.07	7.5	322	218	4.44
06-02-2024	Bread	1.46	8.11	126	56	2.98
06-02-2024	Beef	3.69	7.7	353	146	4.28
07-02-2024	Milk	5.09	7.88	453	230	1.51
07-02-2024	Apples	2.77	6.73	294	238	4.7
07-02-2024	Eggs	8.32	6.58	103	92	3.19
07-02-2024	Eggs	6.88	7.87	124	246	1.03
08-02-2024	Sugar	9.43	6.57	227	150	4.32
08-02-2024	Potatoes	9.37	8.21	317	236	3.93
08-02-2024	Beef	5.45	6.98	455	76	0.84
08-02-2024	Chicken	9.94	6.64	327	286	4.66
09-02-2024	Milk	9.1	8.16	219	81	0.31
09-02-2024	Yogurt	6.97	7.3	252	277	4.41
09-02-2024	Cheese	3.14	7.76	469	261	1.12
09-02-2024	Rice	1.98	7.67	369	140	2.87
09-02-2024	Rice	8.6	7.74	488	52	4.74
10-02-2024	Pork	7.98	6.66	500	135	3.71
10-02-2024	Rice	2.43	8.29	110	50	1.46
11-02-2024	Fish	4.1	8.26	62	225	4.68
12-02-2024	Oranges	9.66	6.51	96	260	0.81
12-02-2024	Bananas	2.79	8.2	303	264	3.54
12-02-2024	Rice	9.82	7.16	414	73	4.36
13-02-2024	Bread	7.77	8.3	462	269	4.03
13-02-2024	Tea	2.64	6.77	110	235	4.57
14-02-2024	Tomatoes	0.71	8.02	377	278	1.13
14-02-2024	Cheese	9.38	7.22	399	127	2.06
14-02-2024	Potatoes	9.83	8.31	62	175	1.66
14-02-2024	Wheat	2.58	6.97	128	294	4.37
14-02-2024	Tomatoes	6.61	6.8	53	83	1.89
14-02-2024	Milk	3.8	8.24	157	273	3.67
15-02-2024	Pork	6.43	7.08	226	285	3.39
15-02-2024	Chicken	2.55	7.23	161	57	1.7
15-02-2024	Fish	8.06	6.92	99	134	3.25
15-02-2024	Oranges	5.89	7.88	493	73	1.7
16-02-2024	Yogurt	8.64	8.05	172	132	3.63
16-02-2024	Tomatoes	3.54	6.56	73	82	4.2
16-02-2024	Oranges	2.94	6.96	485	104	2.96
16-02-2024	Butter	6.63	7.06	365	149	2.3
16-02-2024	Pork	5.18	6.77	379	132	5
16-02-2024	Sugar	9.95	6.99	245	277	3.5
16-02-2024	Sugar	7.78	7.33	425	72	4.8
16-02-2024	Beef	8.95	7.83	236	186	1.26
17-02-2024	Bananas	9.6	6.52	497	192	0.79
18-02-2024	Wheat	6.63	7.46	371	167	4.47
19-02-2024	Bananas	8.17	8.42	136	51	1.63
19-02-2024	Wheat	8.7	6.94	107	110	3.2
19-02-2024	Coffee	6.05	7.11	369	246	2.08
19-02-2024	Bananas	2.25	7.77	251	286	0.4
19-02-2024	Yogurt	9.21	7.11	94	258	1.77
20-02-2024	Coffee	8.03	6.56	184	110	3.13
20-02-2024	Chicken	1.04	7.51	477	193	4.31
20-02-2024	Butter	8.84	6.61	482	150	0.72
20-02-2024	Rice	7.62	7.03	170	189	3.86
21-02-2024	Oranges	6.56	8.08	382	59	1.12
21-02-2024	Potatoes	9.36	7.45	222	204	2.2
21-02-2024	Tomatoes	0.88	8.24	285	143	0.35
22-02-2024	Bananas	3.46	6.71	307	200	1.6
22-02-2024	Sugar	5.71	6.55	253	184	3.85
22-02-2024	Sugar	9.76	8.14	241	181	3.69
23-02-2024	Beef	2.36	6.92	117	125	2.36
24-02-2024	Potatoes	2.04	6.65	447	65	1.98
24-02-2024	Bananas	5.37	7.48	248	171	1.42
24-02-2024	Butter	9.89	8.32	195	83	4.22
24-02-2024	Tomatoes	8.12	7.02	471	87	2.82
25-02-2024	Tea	1.53	7	304	109	3.18
25-02-2024	Tomatoes	9.63	7	286	273	0.3
26-02-2024	Butter	6.13	7.85	282	147	1.67
27-02-2024	Bread	8.68	7.66	71	191	3.62
28-02-2024	Wheat	9.21	7.25	484	227	0.42
29-02-2024	Chicken	4.68	8.35	169	101	3.46
29-02-2024	Chicken	4.29	6.53	455	259	3.34
01-03-2024	Coffee	1.13	7.86	336	63	1.55
01-03-2024	Yogurt	2.85	7.04	322	78	3.45
01-03-2024	Butter	8.53	6.96	277	256	3.53
01-03-2024	Bananas	5.12	8.17	213	161	3.92
02-03-2024	Tomatoes	3.89	7.73	110	142	4.62
03-03-2024	Sugar	6.71	7.44	366	61	1.29
03-03-2024	Butter	0.8	7.7	244	65	4.69
03-03-2024	Wheat	1.82	7.59	425	134	4.63
04-03-2024	Chicken	9.25	6.71	426	258	4.39
05-03-2024	Yogurt	9.18	7.65	250	300	1.97
05-03-2024	Milk	6.56	6.73	455	175	0.43
06-03-2024	Coffee	1.35	7.01	167	118	1.9
08-03-2024	Fish	8.43	7.54	221	155	2.94
08-03-2024	Milk	8.18	8.24	377	247	2.92
09-03-2024	Milk	3.67	8.28	102	183	3.85
09-03-2024	Oranges	4.51	6.68	56	281	3.27
11-03-2024	Potatoes	3.04	6.7	385	199	2.02
11-03-2024	Potatoes	7.36	8.39	375	135	4.74
12-03-2024	Oranges	7.21	7.21	479	183	1.65
13-03-2024	Yogurt	2.11	6.57	172	217	0.1
13-03-2024	Milk	7.91	8.34	221	139	4.41
13-03-2024	Tea	5.05	8.3	282	187	4.41
13-03-2024	Fish	3.15	6.51	393	128	2.23
13-03-2024	Bread	1.81	7.94	294	91	0.11
14-03-2024	Bananas	9.05	7.6	441	252	2.1
14-03-2024	Pork	6.18	7.77	222	96	4.45
15-03-2024	Bread	8.25	8.2	226	123	2.4
15-03-2024	Sugar	4.41	8.02	112	144	0.48
15-03-2024	Tomatoes	5.25	6.73	336	150	1.95
15-03-2024	Potatoes	0.95	7.85	269	115	1.6
16-03-2024	Milk	0.63	6.82	97	274	2.51
17-03-2024	Yogurt	4.34	7.14	121	234	0.22
17-03-2024	Chicken	8.85	7.79	370	128	3.16
17-03-2024	Chicken	4.6	7.9	233	166	4.26
18-03-2024	Tomatoes	1.58	6.71	151	205	1.08
19-03-2024	Bananas	7.61	7.54	280	155	0.92
20-03-2024	Cheese	4.07	8.16	453	271	2.93
20-03-2024	Potatoes	5.03	7.76	280	240	1.74
20-03-2024	Oranges	2.89	7.53	393	245	2.78
20-03-2024	Bananas	7.15	6.73	329	158	2.43
20-03-2024	Beef	4.44	6.86	366	237	2.22
20-03-2024	Yogurt	6.79	7.15	314	171	3.3
20-03-2024	Wheat	4.12	8.28	107	210	2.39
21-03-2024	Sugar	1.11	8.48	377	133	4.32
21-03-2024	Tomatoes	5.7	7.25	104	61	4.49
21-03-2024	Chicken	3.41	7.31	136	65	3.11
21-03-2024	Chicken	3.11	7.42	454	299	3.21
21-03-2024	Rice	3.37	7.71	135	166	1.03
22-03-2024	Chicken	4.68	6.96	313	214	1.48
22-03-2024	Bananas	9.65	7.05	360	296	1.05
22-03-2024	Eggs	1.64	6.66	389	176	3.11
22-03-2024	Yogurt	9.32	7.77	373	147	0.37
22-03-2024	Bread	8.82	8.07	416	179	0.26
22-03-2024	Sugar	4.96	8.31	115	132	3.32
23-03-2024	Potatoes	3.36	8.37	437	110	1.56
25-03-2024	Coffee	1.92	7.63	348	244	4.83
25-03-2024	Sugar	3.91	6.88	465	153	0.19
25-03-2024	Cheese	8.28	6.88	399	177	3.85
25-03-2024	Oranges	8.14	6.68	119	53	1.03
25-03-2024	Tomatoes	1.75	7.77	95	293	2.63
25-03-2024	Oranges	1.69	7.75	156	291	2.09
26-03-2024	Bread	9.74	7.34	398	229	2.81
26-03-2024	Oranges	5.27	8.35	481	261	2.01
26-03-2024	Eggs	1.48	8.19	438	261	2.94
26-03-2024	Cheese	5.31	7.33	254	157	2.88
26-03-2024	Tea	0.53	7.64	275	67	0.89
27-03-2024	Bananas	3.77	8.18	182	241	4.17
27-03-2024	Butter	8.1	6.96	191	129	4.22
27-03-2024	Chicken	8.12	7.25	167	200	3.27
28-03-2024	Rice	8.67	6.64	403	135	2.7
28-03-2024	Eggs	5.82	6.96	125	126	0.75
28-03-2024	Eggs	5.87	6.77	260	271	0.31
28-03-2024	Beef	8.36	7.87	378	51	1.19
29-03-2024	Fish	3.58	8.22	232	170	3.82
29-03-2024	Pork	9.16	7.65	290	71	1.13
29-03-2024	Sugar	0.9	7.73	238	247	2.85
30-03-2024	Yogurt	9.42	8.43	356	231	3.77
31-03-2024	Apples	3.06	7.33	380	72	1.02
31-03-2024	Butter	4.41	7.66	187	113	3.12
01-04-2024	Coffee	9.52	6.77	201	111	3.27
02-04-2024	Fish	0.77	8.03	302	298	0.43
03-04-2024	Rice	3.32	8.43	489	206	2.47
03-04-2024	Beef	9.57	7.33	299	274	4.94
03-04-2024	Potatoes	3.66	6.81	446	193	3.35
04-04-2024	Milk	8.22	8.34	289	74	2.33
04-04-2024	Tea	4.44	7.6	340	99	2.12
04-04-2024	Chicken	0.84	6.92	75	120	4.69
05-04-2024	Sugar	7.86	7.39	90	147	3.11
05-04-2024	Oranges	9.48	8.27	164	55	4.75
05-04-2024	Fish	3.32	7.04	110	93	1.2
05-04-2024	Sugar	7.93	6.65	65	144	4.03
06-04-2024	Bread	9.84	8.47	448	121	2.38
06-04-2024	Cheese	3.35	7.67	340	251	0.26
06-04-2024	Fish	8.5	7.59	470	206	3.44
06-04-2024	Oranges	8.35	7.24	478	152	0.32
07-04-2024	Sugar	2.95	7.18	231	246	0.33
07-04-2024	Yogurt	7.51	7.37	198	122	2.48
07-04-2024	Bananas	2.58	8.43	140	115	4.86
07-04-2024	Potatoes	9.89	8.01	168	220	1.47
07-04-2024	Milk	9.77	7.99	477	218	4.68
08-04-2024	Apples	1.44	8.34	460	57	3.67
09-04-2024	Cheese	0.54	7.95	159	285	2.57
09-04-2024	Wheat	1.05	7.03	262	158	0.59
10-04-2024	Tomatoes	6.33	7.18	277	62	0.74
10-04-2024	Bananas	6.78	8.38	459	209	4.42
10-04-2024	Tea	4.43	7.2	474	188	2.19
10-04-2024	Eggs	8.22	7.26	255	83	4.11
10-04-2024	Rice	5.66	6.86	232	156	0.19
10-04-2024	Oranges	3.64	7.93	424	234	3.21
10-04-2024	Rice	3.08	6.76	482	181	2.68
11-04-2024	Milk	0.71	6.63	380	163	4.07
